Jogador;Minutos;Gls;xG;Assists;xAG;Tkl;TklW;Int;Blocks;PassBlocks;Cmp;Cmp%;PrgC;PrgP;PPA;Crosses;SCA;CrsPA;GCA;PPG
Paulo Henrique;1953;1;1.5;6;2.9;72;49;27;36;25;883;78.8;75;69;28;88;62;20;10;1.29
